CMS_Certification_Number_|CCN|,Provider_Name,City,ZIP,Phone,Type_of_Ownership,Offers_Nursing_Care_Services,Offers_Physical_Therapy_Services,Offers_Occupational_Therapy_Services,Offers_Speech_Pathology_Services,Offers_Medical_Social_Services,Offers_Home_Health_Aide_Services,Date_Certified,Quality_of_patient_care_star_rating,How_often_the_home_health_team_began_their_patients'_care_in_a_timely_manner,How_often_the_home_health_team_taught_patients_|or_their_family_caregivers|_about_their_drugs,How_often_the_home_health_team_determined_whether_patients_received_a_flu_shot_for_the_current_flu_season,How_often_patients_got_better_at_walking_or_moving_around,How_often_patients_got_better_at_getting_in_and_out_of_bed,How_often_patients_got_better_at_bathing,How_often_patients'_breathing_improved,How_often_patients_got_better_at_taking_their_drugs_correctly_by_mouth,How_often_home_health_patients_had_to_be_admitted_to_the_hospital,Changes_in_skin_integrity_post-acute_care:_pressure_ulcer/injury,How_often_physician-recommended_actions_to_address_medication_issues_were_completely_timely,DTC_Numerator,DTC_Denominator,DTC_Observed_Rate,DTC_Risk-Standardized_Rate,DTC_Risk-Standardized_Rate_|Lower_Limit|,DTC_Risk-Standardized_Rate_|Upper_Limit|,DTC_Performance_Categorization,PPR_Numerator,PPR_Denominator,PPR_Observed_Rate,PPR_Risk-Standardized_Rate,PPR_Risk-Standardized_Rate_|Lower_Limit|,PPR_Risk-Standardized_Rate_|Upper_Limit|,PPR_Performance_Categorization
17117,LAKE MARTIN HOME HEALTH,DADEVILLE,36853,2568257050,PROPRIETARY,Yes,Yes,Yes,Yes,No,Yes,7/29/1993,3.5,91.7,97.7,67.5,88.1,88,87.1,88.5,83.7,24.7,0,82.4,303,400,75.75,81.68,77.04,86.31,Same As National Rate,10,281,3.56,3.33,2.41,4.48,Same As National Rate
17118,AMEDISYS HH  A LAWRENCE MEDICAL CENTER PARTNER,MOULTON,35650,2569742200,PROPRIETARY,Yes,Yes,Yes,Yes,Yes,Yes,8/17/1993,4.5,100,100,74.5,90.2,90.1,92.1,82.6,85.8,15.5,0,99.5,359,534,67.23,72.35,68.46,75.91,Worse Than National Rate,9,297,3.03,3.34,2.49,4.52,Same As National Rate
17119,HUNTSVILLE HOSPITAL HOMECARE,HUNTSVILLE,35802,2569226650,PROPRIETARY,Yes,Yes,Yes,Yes,Yes,Yes,9/20/1993,4,99.9,99.9,83.9,87.2,88.6,87.6,87.3,83.3,18,0.2,98.9,1501,1870,80.27,89.56,87.85,91.79,Better Than National Rate,59,1649,3.58,3.61,2.96,4.34,Same As National Rate
17121,KINDRED AT HOME,ANDALUSIA,36420,3342222172,PROPRIETARY,Yes,Yes,Yes,Yes,No,Yes,9/27/1993,4,99.7,100,52.4,84.3,80.3,86.5,88.2,82.4,14.8,0.7,100,613,796,77.01,83.77,80.57,86.64,Better Than National Rate,18,581,3.1,3.2,2.43,4.11,Same As National Rate
17123,EAMC - LANIER HOME HEALTH,VALLEY,36854,3347561950,PROPRIETARY,Yes,Yes,Yes,Yes,Yes,Yes,10/21/1993,4.5,99.8,100,59.7,88.6,90.4,86.5,88.1,82.8,15.9,0,99.8,626,754,83.02,89.56,86.82,92.58,Better Than National Rate,17,583,2.92,3.2,2.42,4.14,Same As National Rate
17124,DALE MEDICAL CENTER HOME HEALTH,OZARK,36360,3347740750,VOLUNTARY NON-PROFIT - OTHER,Yes,No,No,No,Yes,Yes,10/20/1993,2,95.2,98.2,41.2,65.2,62.6,70.4,44.7,62.3,15.1,0,93,280,332,84.34,86.9,82.59,90.59,Better Than National Rate,12,258,4.65,3.89,2.75,5.2,Same As National Rate
17125,KELLER HOME CARE,RED BAY,35582,2563562273,PROPRIETARY,Yes,Yes,Yes,Yes,Yes,Yes,1/20/1994,4.5,99.9,99.9,77.5,90.6,89.7,90.7,89.9,88.1,16.9,0.5,99.7,959,1278,75.04,80.12,77.89,82.95,Same As National Rate,17,642,2.65,3.09,2.28,4.05,Same As National Rate
17128,MEDICAL CENTERS HOMECARE,ALBERTVILLE,35950,2568785811,PROPRIETARY,Yes,Yes,Yes,Yes,Yes,Yes,2/3/1994,4.5,100,99.9,94.1,90.3,88.8,87.6,85.5,90.4,14.2,0.1,100,1303,1747,74.59,79.7,77.57,81.92,Same As National Rate,22,1126,1.95,2.83,2.12,3.7,Same As National Rate
17129,HOMECARE OF EAST ALABAMA MEDICAL CENTER,AUBURN,36830,3348263131,PROPRIETARY,Yes,Yes,Yes,Yes,Yes,Yes,3/31/1994,4.5,99.5,99.9,71.1,89.6,91.3,91.2,89.5,89.7,15.5,0,97.7,942,1156,81.49,87.64,85.53,89.87,Better Than National Rate,21,890,2.36,2.91,2.24,3.74,Same As National Rate
17130,INFIRMARY HOMECARE,JACKSON,36545,2512626477,PROPRIETARY,Yes,Yes,No,No,Yes,Yes,4/13/1994,4.5,99,100,74.7,93.3,91.6,89.9,94.6,86.6,18.9,0,99,311,386,80.57,84.6,80.48,88.54,Better Than National Rate,7,342,2.05,3.13,2.24,4.26,Same As National Rate
17132,NURSE ON CALL,ONEONTA,35121,2052740720,PROPRIETARY,Yes,Yes,Yes,Yes,No,No,6/15/1994,5,99.3,98.6,86.1,92.6,92,96.2,92.4,98.4,15.6,0.2,91.8,644,787,81.83,87.76,84.69,90.46,Better Than National Rate,7,251,2.79,3.4,2.42,4.82,Same As National Rate
17134,LHC HOMECARE OF SOUTH ALABAMA,OPP,36467,3344932087,PROPRIETARY,Yes,Yes,Yes,Yes,Yes,Yes,6/14/1994,4.5,100,100,80.3,89.6,89.1,89.2,87,87.6,16.8,0.2,99.9,1229,1550,79.29,86.28,84.27,88.49,Better Than National Rate,33,835,3.95,3.48,2.7,4.37,Same As National Rate
17135,COMMUNITY HOME HEALTH,TALLASSEE,36078,3342836541,VOLUNTARY NON-PROFIT - OTHER,Yes,No,No,No,Yes,Yes,9/27/1994,2.5,98.7,100,66.9,82.1,82.7,68.2,68.4,77.4,22.5,0,99.4,123,154,79.87,85.15,78.16,91.18,Same As National Rate,7,153,4.58,3.57,2.61,4.9,Same As National Rate
17136,RELIABLE HOME HEALTH,GEORGIANA,36033,3343762286,PROPRIETARY,Yes,No,No,No,No,Yes,9/26/1994,2,92.9,94.2,35.2,74.3,58.9,67,51.7,73.6,11.9,0,79.4,105,203,51.72,55.15,48.16,61.53,Worse Than National Rate,2,99,2.02,3.24,2.37,4.39,Same As National Rate
17138,L V STABLER MEMORIAL HOME HEALTH,GREENVILLE,36037,3343832286,PROPRIETARY,Yes,Yes,No,No,Yes,Yes,10/18/1994,,,,,,,,,,,,,40,97,41.24,44.95,35.89,54.11,Worse Than National Rate,2,40,5,3.61,2.55,5.06,Same As National Rate
17140,THE HOSPITAL HOME HEALTH,LUVERNE,36049,3343353374,PROPRIETARY,Yes,No,No,No,No,Yes,12/28/1994,2,100,100,56.3,63.4,63,72,,,26.7,0,100,75,104,72.12,73.27,63.82,81.2,Same As National Rate,2,52,3.85,3.53,2.46,4.86,Same As National Rate
17142,ATMORE COMMUNITY HOME CARE,ATMORE,36502,2513686286,VOLUNTARY NON-PROFIT - OTHER,Yes,Yes,No,No,No,Yes,2/13/1995,4,98.9,100,66.7,93,88.9,93.9,88.8,84.2,22.5,0,96.7,189,271,69.74,76.29,70.18,81.66,Same As National Rate,10,194,5.15,3.64,2.7,5,Same As National Rate
17143,D W MCMILLAN HOME HEALTH,BREWTON,36426,2518675054,PROPRIETARY,Yes,Yes,Yes,No,No,Yes,1/23/1995,4,99.7,100,69.7,87.8,96.3,87,88.5,82.9,17.1,0,98.5,415,547,75.87,80.66,77.01,84.24,Same As National Rate,7,294,2.38,3.26,2.38,4.4,Same As National Rate
17145,ST VINCENTS HOME HEALTH OF ST CLAIR COUNTY,PELL CITY,35128,2058847202,PROPRIETARY,Yes,Yes,Yes,Yes,Yes,Yes,11/29/1995,4,99.5,99.3,72.4,86.8,85.8,87.9,86.4,83.6,18.7,0,99.8,798,1113,71.7,76.83,74.32,79.53,Same As National Rate,22,877,2.51,3.06,2.32,3.91,Same As National Rate
17146,NORTHWEST HOME HEALTH,RUSSELLVILLE,35653,2563310006,VOLUNTARY NON-PROFIT - PRIVATE,Yes,Yes,No,No,No,Yes,10/1/1998,2.5,100,97,48.5,73.4,80.4,61.7,58.9,67.2,16.9,0,96.3,182,225,80.89,84.15,79.22,88.83,Better Than National Rate,15,228,6.58,4.13,3.09,5.57,Same As National Rate
17147,PRIME HOME HEALTH OF LEE COUNTY,OPELIKA,36801,3347457966,PROPRIETARY,Yes,No,No,No,Yes,Yes,2/18/1999,3,98.7,99.6,83.7,78.2,82.1,79.3,82.4,68.5,16.7,0,100,320,424,75.47,81.64,77.49,85.54,Same As National Rate,14,265,5.28,3.89,2.9,5.03,Same As National Rate
17148,THOMAS HOME HEALTH,FAIRHOPE,36532,2519909200,PROPRIETARY,No,Yes,Yes,Yes,Yes,Yes,4/13/2000,4.5,99.8,100,84.4,90.2,88.4,91.1,89.9,84.4,14.6,0.1,99.1,713,884,80.66,83.91,81.25,86.69,Better Than National Rate,24,709,3.39,3.84,2.95,4.86,Same As National Rate
17149,ST VINCENT'S HOME HEALTH OF JEFFERSON COUNTY,BIRMINGHAM,35242,2053132800,PROPRIETARY,Yes,Yes,Yes,Yes,Yes,Yes,7/12/2000,4,98.7,99.3,73.5,85.1,85.8,88.3,84.6,81.5,16.6,0.2,99.7,1639,2071,79.14,83.55,81.92,85.43,Better Than National Rate,38,1577,2.41,3.07,2.41,3.89,Same As National Rate
17151,KINDRED AT HOME,ANNISTON,36207,2568357101,PROPRIETARY,Yes,Yes,Yes,Yes,Yes,Yes,10/5/2000,3.5,99.7,99.7,69.2,83.5,80.9,85.9,88.4,77.6,17.9,0,99.4,505,697,72.45,77.45,74.12,80.8,Same As National Rate,15,458,3.28,3.37,2.46,4.64,Same As National Rate
17152,KINDRED AT HOME,SYLACAUGA,35150,2562494363,PROPRIETARY,Yes,Yes,Yes,Yes,No,Yes,10/5/2000,4,100,100,87.5,86,83.4,89.2,92.1,85.5,17.6,0.9,95.4,261,342,76.32,82.79,77.77,87.42,Same As National Rate,10,229,4.37,3.75,2.73,5.14,Same As National Rate
17153,COMFORT CARE HOME HEALTH OF ALABASTER,PELHAM,35124,2056850421,PROPRIETARY,Yes,No,No,No,Yes,Yes,3/20/2002,4.5,99.8,97.7,79.7,88.5,90.2,89.7,89.3,87.2,15,0.4,98.9,1959,2732,71.71,77.78,76.1,79.7,Same As National Rate,129,1880,6.86,5.84,4.94,6.81,Worse Than National Rate
17154,AMEDISYS HOME HEALTH,TRUSSVILLE,35173,2056553707,PROPRIETARY,Yes,Yes,Yes,Yes,Yes,Yes,2/20/2003,4.5,99.7,100,83.1,89.2,82.9,90.5,93.1,85.9,13.8,0.4,99,314,383,81.98,84.77,80.81,88.47,Better Than National Rate,3,324,0.93,3.01,2.14,4.1,Same As National Rate
17155,ENCOMPASS HEALTH HOME HEALTH,MOBILE,36609,2513410707,PROPRIETARY,Yes,Yes,Yes,No,Yes,Yes,2/5/2004,4.5,99.8,99.5,92.4,93.6,92.5,93.9,93.3,91.9,18.4,0,97.3,166,218,76.15,81.9,76.09,87.35,Same As National Rate,10,210,4.76,3.78,2.74,5.09,Same As National Rate
17157,AMEDISYS HOME HEALTH OF OPELIKA,OPELIKA,36801,3348877234,PROPRIETARY,Yes,Yes,Yes,Yes,No,No,3/9/2006,5,99.5,100,80.1,94.5,95.5,93.4,88.9,93.1,12.7,0,97.4,415,514,80.74,85.66,81.92,89.1,Better Than National Rate,9,322,2.8,3.41,2.47,4.59,Same As National Rate
17158,AMEDISYS HOME HEALTH OF FORT PAYNE,FORT PAYNE,35967,2568448303,PROPRIETARY,Yes,Yes,Yes,Yes,Yes,Yes,7/11/2006,4.5,100,99.8,77.2,87.8,87.5,92,91.4,86.5,13.6,0.1,99.5,631,931,67.78,72.27,69.09,75.47,Worse Than National Rate,8,444,1.8,2.88,2.09,3.87,Same As National Rate
17159,AMEDISYS HOME HEALTH,DOTHAN,36303,8662050818,PROPRIETARY,Yes,No,Yes,Yes,Yes,Yes,7/26/2006,4.5,99.9,100,62.9,93.3,91.5,92,89.1,90.4,19.4,0,94.4,713,967,73.73,79.31,76.73,82.27,Same As National Rate,17,683,2.49,3.1,2.4,4.09,Same As National Rate
17160,ENCOMPASS HEALTH HOME HEALTH,VALLEY,36854,3347686225,PROPRIETARY,Yes,No,Yes,Yes,Yes,Yes,9/13/2006,4.5,99.2,99.6,59.5,88,90.1,92.8,82.9,95.5,15.2,0.4,99.6,425,591,71.91,76.42,73,80.29,Same As National Rate,2,282,0.71,2.89,2.1,3.84,Same As National Rate
17161,KINDRED AT HOME,HUNTSVILLE,35806,2568813266,PROPRIETARY,Yes,Yes,Yes,Yes,Yes,Yes,3/15/2007,4.5,95.2,97.4,77.3,94.9,92.7,95.8,95.8,91.5,16,0.1,95.2,943,1276,73.9,79.17,76.6,81.76,Same As National Rate,13,669,1.94,2.89,2.16,3.78,Same As National Rate
17163,AMEDISYS HOME HEALTH OF MONROEVILLE,MONROEVILLE,36460,8663340260,PROPRIETARY,Yes,Yes,Yes,Yes,Yes,Yes,4/12/2007,5,99.6,99.6,94.8,97.7,91.8,95.3,100,94.8,16.7,0,100,355,490,72.45,76.94,72.72,80.8,Same As National Rate,4,195,2.05,3.17,2.27,4.27,Same As National Rate
17164,KINDRED AT HOME,DOTHAN,36303,3349442290,PROPRIETARY,Yes,No,Yes,Yes,Yes,Yes,2/27/2008,4,99.7,99.7,93.1,83.6,85.1,86.7,90.7,83.3,17.6,0.3,98.7,993,1243,79.89,84.42,82.27,86.92,Better Than National Rate,30,761,3.94,3.88,3.06,5.15,Same As National Rate
17165,AMEDISYS HOME HEALTH OF FLORENCE,FLORENCE,35630,2567661817,PROPRIETARY,Yes,Yes,Yes,Yes,Yes,Yes,4/10/2008,4,99.3,100,85.1,88.8,89.7,89.8,86.6,86.4,18,0.4,98,740,1044,70.88,75.08,72.11,77.96,Worse Than National Rate,14,603,2.32,3.13,2.36,4.23,Same As National Rate
17166,KINDRED AT HOME,CLANTON,35045,2057559926,PROPRIETARY,Yes,Yes,No,Yes,Yes,Yes,5/11/2009,3.5,100,100,78.2,80.8,85.3,83.5,93.2,78.5,18.6,0,97.5,285,360,79.17,85.67,81.01,89.79,Better Than National Rate,6,234,2.56,3.26,2.4,4.39,Same As National Rate
17167,KINDRED AT HOME,PELL CITY,35125,2053388440,PROPRIETARY,Yes,Yes,Yes,Yes,Yes,Yes,5/20/2009,3,100,98.1,82.4,80.2,77,83.1,82.7,75.1,22.8,0,98.1,237,316,75,81.18,76.5,85.59,Same As National Rate,4,175,2.29,3.2,2.32,4.47,Same As National Rate
17168,KINDRED AT HOME,MOBILE,36609,2513160917,PROPRIETARY,Yes,Yes,Yes,No,Yes,Yes,5/21/2009,3.5,100,99.2,91,80.4,77,89.2,86.3,77.3,17.1,0,98.3,679,902,75.28,79.73,77.01,82.83,Same As National Rate,14,569,2.46,3.16,2.36,4.25,Same As National Rate
17170,KINDRED AT HOME,JASPER,35501,2052215234,PROPRIETARY,Yes,No,Yes,Yes,Yes,Yes,9/4/2009,4.5,98.2,99,93.4,98.2,93.1,95.8,87.9,91.3,15,1.5,99.7,420,595,70.59,73.86,69.9,77.31,Worse Than National Rate,6,309,1.94,3.15,2.26,4.29,Same As National Rate
17171,KINDRED AT HOME,CULLMAN,35055,2567392992,PROPRIETARY,Yes,No,Yes,Yes,Yes,Yes,9/2/2009,4,99.5,98.6,87.3,90.7,88.3,87.7,87.8,83.8,17.9,0,90.3,475,674,70.47,76.99,73.01,80.6,Same As National Rate,14,391,3.58,3.38,2.5,4.47,Same As National Rate
17175,ENCOMPASS HEALTH HOME HEALTH,GARDENDALE,35071,2052244545,PROPRIETARY,No,Yes,No,Yes,Yes,No,5/24/2013,3.5,95.2,98.1,72.9,84.3,87.1,87,86.7,85.8,15.6,0.3,95,364,452,80.53,86.02,82.01,89.89,Better Than National Rate,10,296,3.38,3.66,2.66,5.13,Same As National Rate
17176,COMFORT CARE HOME HEALTH OF NORTH ALABAMA,HUNTSVILLE,35806,2563468223,PROPRIETARY,Yes,No,No,Yes,Yes,Yes,6/12/2013,3.5,98.6,98.8,77.3,88,85.6,84.4,85.3,84.3,20.3,1.1,99.2,386,567,68.08,73.29,69.05,77.2,Worse Than National Rate,11,236,4.66,3.66,2.77,5.02,Same As National Rate
17177,SHOALS HOME SERVICES  LLC,FLORENCE,35630,2562469972,PROPRIETARY,Yes,No,No,No,Yes,Yes,8/15/2013,2.5,98.9,99.6,82,65.5,77.7,75.6,79.4,69.5,20.7,0,99.6,220,379,58.05,62.61,57.2,67.78,Worse Than National Rate,4,185,2.16,3.32,2.45,4.68,Same As National Rate
17178,PROHEALTH OF NORTHEAST ALABAMA  LLC,CENTRE,35960,2053833538,PROPRIETARY,Yes,No,No,No,Yes,Yes,12/18/2015,3.5,99.6,99.6,71.8,84.4,82.8,82.7,84.9,78.2,20.3,0.6,99.6,279,365,76.44,77.72,73.4,81.73,Same As National Rate,6,220,2.73,3.57,2.53,4.94,Same As National Rate
17179,PROHEALTH OF NORTH CENTRAL ALABAMA  LLC,ONEONTA,35121,2052740020,PROPRIETARY,Yes,No,No,No,Yes,Yes,12/4/2015,3,98.2,99.9,68.7,78.8,78.4,77.4,79.4,76.7,15.9,0.5,98.7,258,355,72.68,76.39,71.41,80.95,Same As National Rate,2,142,1.41,3.23,2.34,4.42,Same As National Rate
17180,PROHEALTH-GULF COAST  LLC,DAPHNE,36526,8663300609,PROPRIETARY,Yes,Yes,Yes,Yes,No,Yes,12/23/2015,2.5,97.7,98.8,73.5,75.7,75.2,81.8,76.8,76.3,17.7,0.4,96.7,353,464,76.08,79.26,75.24,83.23,Same As National Rate,2,158,1.27,3.24,2.26,4.58,Same As National Rate
17182,FIVE POINTS HOME HEALTH,HOOVER,35244,2052353232,PROPRIETARY,Yes,Yes,Yes,Yes,Yes,Yes,8/19/2016,3,97.2,99,85.9,78.4,78.9,82.2,80.6,77.2,17.6,0.6,96,334,466,71.67,79.43,74.98,83.59,Same As National Rate,9,183,4.92,3.73,2.72,5,Same As National Rate
17300,AMEDISYS HOME HEALTH OF TUSCALOOSA,NORTHPORT,35473,8662978253,PROPRIETARY,Yes,Yes,Yes,Yes,Yes,Yes,9/17/1976,4.5,99.8,99.9,85,90.9,89.9,92.6,86.2,85.7,16.7,0.3,97.9,1705,2345,72.71,79.91,78.07,81.88,Same As National Rate,46,1481,3.11,3.11,2.51,3.81,Same As National Rate
17305,AMEDISYS HOME HEALTH OF ANNISTON,ANNISTON,36205,2568202503,PROPRIETARY,Yes,Yes,Yes,Yes,Yes,Yes,9/20/1979,4.5,99.9,99.6,57.8,90.7,91,90.5,87.9,85.1,16.7,0.2,95.8,3027,4039,74.94,79.98,78.64,81.68,Same As National Rate,71,2179,3.26,3.34,2.76,4.03,Same As National Rate
17307,KINDRED AT HOME,PHENIX CITY,36867,3342976900,PROPRIETARY,Yes,No,No,Yes,No,Yes,5/4/1982,3.5,99.7,100,88.9,79.1,84,85.7,89.8,76.1,14.2,0.7,96.6,538,656,82.01,87.4,84.35,90.55,Better Than National Rate,8,414,1.93,2.99,2.21,4.12,Same As National Rate
17319,AMEDISYS HOME HEALTH OF MONTGOMERY,MONTGOMERY,36109,3342720313,PROPRIETARY,Yes,Yes,Yes,Yes,No,Yes,2/1/1994,4,97.9,100,70.7,88.8,89.6,89.9,91.6,86.7,19.6,0.5,99.5,1103,1451,76.02,83.53,81.57,85.87,Better Than National Rate,39,957,4.08,3.69,2.92,4.62,Same As National Rate
17320,AMEDISYS HOME HEALTH OF SELMA,SELMA,36701,3348752550,PROPRIETARY,Yes,Yes,Yes,Yes,Yes,Yes,10/31/1991,4.5,100,99.8,71.7,91.4,91.3,90,91.5,87.5,18.9,0,99.5,1752,2282,76.77,84.3,82.39,86.4,Better Than National Rate,34,1347,2.52,2.71,2.15,3.34,Better Than National Rate
17323,MONROE CO HOSP PROGRESSIVE HOM,MONROEVILLE,36461,2517437328,GOVERNMENT - LOCAL,Yes,No,Yes,No,No,Yes,3/6/1995,2,92.5,100,64.7,67.5,67.9,67.3,50.9,69.7,16.2,3.8,98.8,235,355,66.2,68.34,63.64,72.81,Worse Than National Rate,7,199,3.52,3.65,2.53,5.06,Same As National Rate
17324,ENCOMPASS HEALTH HOME HEALTH,TROY,36081,3345669238,PROPRIETARY,No,No,Yes,Yes,Yes,Yes,11/13/2002,3.5,96.9,98.9,73,82.7,85.8,86,83.7,84.1,16.4,0.2,99.1,2722,3512,77.51,84.71,83.53,86.3,Better Than National Rate,66,2684,2.46,2.6,2.16,3.14,Better Than National Rate
17326,ENCOMPASS HEALTH HOME HEALTH,DECATUR,35601,2563552759,PROPRIETARY,Yes,No,No,Yes,Yes,Yes,10/12/2001,3.5,98.7,99.3,73.5,85.3,84.3,85.6,79.2,83.7,17.7,0.5,99,2932,3763,77.92,83.47,82.23,85.17,Better Than National Rate,67,2838,2.36,2.64,2.16,3.15,Better Than National Rate
17327,AMEDISYS HOME HEALTH OF WALKER,JASPER,35501,2052952434,PROPRIETARY,Yes,Yes,Yes,Yes,Yes,Yes,8/3/2005,3.5,100,100,76,83.5,83.9,87.9,84.3,79.6,19.2,0,94.1,336,438,76.71,82.09,77.91,85.7,Same As National Rate,11,327,3.36,3.45,2.54,4.75,Same As National Rate
17328,AMEDISYS HOME HEALTH OF BREWTON,BREWTON,36426,2518091717,PROPRIETARY,Yes,Yes,Yes,Yes,No,Yes,1/18/2006,5,100,100,93.1,94.2,96,100,94.1,95.6,20.7,0.6,99.7,452,586,77.13,81.72,78.19,85.19,Same As National Rate,8,210,3.81,3.57,2.64,4.99,Same As National Rate
17831,GENEVA COUNTY HOME CARE,HARTFORD,36344,3346842259,GOVERNMENT - STATE/COUNTY,Yes,Yes,No,No,Yes,Yes,7/1/1966,,,,,,,,,,,,,,,,,,,,,14,,,,,Not Available
17876,LAWRENCE COUNTY HOME CARE,MOULTON,35650,2569747076,GOVERNMENT - STATE/COUNTY,No,No,No,No,Yes,No,4/5/1988,,,,,,,,,,,,,21,21,100,100.58,87.77,107.73,Better Than National Rate,0,24,0,3.33,2.34,4.68,Same As National Rate
17878,COMFORT CARE HOME HEALTH OF NORTHEAST ALABAMA,GADSDEN,35901,2564594971,PROPRIETARY,Yes,Yes,Yes,Yes,Yes,No,8/21/2018,3.5,99.3,99.6,59.6,87.8,87.7,89.2,83.6,77.2,19.2,0,98.9,81,123,65.85,71.52,62.54,79.38,Same As National Rate,1,41,2.44,3.44,2.4,4.94,Same As National Rate
17879,COMFORT CARE HOME HEALTH,LIVINGSTON,35470,2056090276,PROPRIETARY,Yes,Yes,Yes,Yes,Yes,Yes,5/8/2019,4,99.6,99.6,52,82.4,87.5,86.4,92.8,84.3,12.9,0,99.6,30,44,68.18,71.26,57.48,82.64,Same As National Rate,,8,,,,,Not Available
47001,CHI ST VINCENT HEALTH AT HOME,LITTLE ROCK,72211,5016644933,VOLUNTARY NON PROFIT - RELIGIOUS AFFILIATION,Yes,Yes,Yes,Yes,Yes,Yes,7/1/1966,4,98.7,99.4,82.7,86.9,85.7,90.1,91.9,82.5,15.9,0,97.6,1128,1517,74.36,80.76,78.75,83.13,Better Than National Rate,45,1267,3.55,3.47,2.78,4.39,Same As National Rate
47004,AR METH MED CTR HH,PARAGOULD,72451,8702397152,VOLUNTARY NON-PROFIT - PRIVATE,Yes,No,No,Yes,Yes,Yes,8/1/1970,4,100,98.6,77.4,86.6,89.8,89.6,83.9,74,20.4,0,99.2,489,674,72.55,76.94,73.52,80.49,Same As National Rate,17,466,3.65,3.5,2.68,4.52,Same As National Rate
47006,CHI ST VINCENT HOT SPRINGS HEALTH AT HOME,HOT SPRINGS NATIONAL,71913,5013186800,VOLUNTARY NON PROFIT - RELIGIOUS AFFILIATION,Yes,Yes,Yes,No,Yes,Yes,7/26/1976,3.5,95.1,100,86.9,82.4,85,86.7,85.8,79.1,17.1,0.3,97.9,957,1252,76.44,81.26,78.65,83.69,Same As National Rate,40,1029,3.89,3.7,2.89,4.61,Same As National Rate
47009,SPARKS HEALTH SYSTEM HOME HEALTH,FORT SMITH,72903,4794415850,PROPRIETARY,Yes,No,Yes,No,No,Yes,10/25/1978,3.5,96.5,99.1,76.1,84.3,84.7,86.8,90.1,76.5,10.9,0,58.4,531,643,82.58,87.4,84.37,90.52,Better Than National Rate,14,516,2.71,3.21,2.33,4.25,Same As National Rate
47010,AMEDISYS HOME HEALTH CARE OF ARKANSAS,VAN BUREN,72956,4794744892,PROPRIETARY,Yes,Yes,Yes,Yes,No,Yes,6/10/1978,5,100,100,79.3,89,90.7,92.6,92.4,84.6,14.8,0,99.4,731,955,76.54,84.54,82.01,87.36,Better Than National Rate,22,568,3.87,3.45,2.64,4.45,Same As National Rate
47011,MERCY HOME HEALTH,FORT SMITH,72903,4794845511,VOLUNTARY NON PROFIT - RELIGIOUS AFFILIATION,Yes,Yes,Yes,No,Yes,Yes,12/14/1978,3.5,99.7,99.2,81.5,83.7,86.3,86.1,85,77.5,13.4,0.3,94.8,679,758,89.58,90.37,88.15,92.43,Better Than National Rate,26,667,3.9,4.12,3.09,5.39,Same As National Rate
47016,BAXTER COUNTY HOME HEALTH,COTTER,72626,8704357500,VOLUNTARY NON-PROFIT - OTHER,Yes,Yes,Yes,Yes,Yes,Yes,10/18/1979,3.5,98.8,95.3,66.4,82.5,87.8,87.1,76.2,74,14.9,0,82.7,1025,1239,82.73,85.93,83.99,88.13,Better Than National Rate,28,1116,2.51,3.29,2.52,4.15,Same As National Rate
47020,NORTHWEST HOME HEALTH,SPRINGDALE,72764,4797511601,PROPRIETARY,Yes,Yes,Yes,Yes,Yes,Yes,7/1/1980,3.5,95,99.8,67.9,85.3,82.5,89.2,84.9,77.2,14.4,0.4,96.9,1857,2301,80.7,87.39,85.82,89.23,Better Than National Rate,54,1680,3.21,3.16,2.53,3.89,Same As National Rate
47021,SOUTH ARKANSAS HOME HEALTH,EL DORADO,71730,8708632250,PROPRIETARY,Yes,Yes,Yes,Yes,No,Yes,7/29/1980,3.5,99.3,100,63.1,83.4,83.1,82.5,86.6,77.7,13.1,0,96.8,603,733,82.26,88.53,85.56,91.76,Better Than National Rate,8,443,1.81,2.99,2.21,3.97,Same As National Rate
47024,SPRING RIVER HOME HEALTH AGENCY,SALEM,72576,8708952627,VOLUNTARY NON-PROFIT - PRIVATE,No,Yes,No,No,No,Yes,4/16/1981,3,99,98.3,88.1,81.3,84.4,79,78.2,69.2,14,0,99.3,286,428,66.82,69.26,64.72,73.57,Worse Than National Rate,11,244,4.51,3.95,2.94,5.42,Same As National Rate
47025,DOCTORS HOME CARE,CAMDEN,71701,8708361301,VOLUNTARY NON-PROFIT - PRIVATE,Yes,No,No,No,Yes,Yes,7/23/1981,3,95.6,95.6,86.8,77.5,77.9,78.3,79.2,68.9,12,1.6,82.8,246,282,87.23,91.23,86.97,95.07,Better Than National Rate,7,172,4.07,3.71,2.6,5.1,Same As National Rate
47028,ELITE HOME HEALTH,LITTLE ROCK,72212,5012233333,PROPRIETARY,Yes,Yes,Yes,Yes,Yes,Yes,11/19/1981,4.5,99.6,99.8,80.1,87,90.8,89.6,92.3,86.1,14.4,0,98,1453,1759,82.6,88.8,87.1,90.84,Better Than National Rate,29,1177,2.46,3.14,2.42,4.04,Same As National Rate
47029,KINDRED AT HOME 1,LITTLE ROCK,72211,5012238310,VOLUNTARY NON-PROFIT - PRIVATE,Yes,Yes,Yes,Yes,Yes,Yes,10/22/1981,3.5,99.4,99.8,77.5,80.6,80.2,87,83.4,81.4,15.1,0.3,98.2,900,1208,74.5,80.63,78.23,83.25,Same As National Rate,24,603,3.98,3.73,2.82,4.78,Same As National Rate
